id,constituency_code,candidate_name,uid,candidate_rank,election_date,election_type,contest_status,assembly,province,constituency_number,constituency_name,voter_reg,votes_polled,turnout,turnout_calc,valid_votes,valid_calc,votes_disq,candidate_party,candidate_votes,candidate_share,outcome,found_initially,key,match
1,NA-1,Moulana Abdul Akbar Chitrali,00004,1,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,1,Chitral,269579,164355,0.6097,0.609672860274725,159973,159973,5430,Muttahida Majlis-e-Amal Pakistan,49035,0.306520475330212,Win,TRUE,uuid:ee3446df-3b1b-4b29-a541-49a0f0a4e3ae,uid
2,NA-1,Abdul Latif,00001,2,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,1,Chitral,269579,164355,0.6097,0.609672860274725,159973,159973,5430,Pakistan Tehreek-e-Insaf,38819,0.242659698824177,Loss,TRUE,uuid:990deb97-30dc-4f4d-936b-14e236ff021d,uid
3,NA-1,Saleem Khan,00009,3,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,1,Chitral,269579,164355,0.6097,0.609672860274725,159973,159973,5430,Pakistan Peoples Party Parliamentarians,32783,0.204928331655967,Loss,TRUE,uuid:8216761c-149b-44e2-adb3-04dcef67c1d8,uid
4,NA-1,Iftikhar Ud Din,00003,4,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,1,Chitral,269579,164355,0.6097,0.609672860274725,159973,159973,5430,Pakistan Muslim League (N),21127,0.132066036143599,Loss,TRUE,uuid:5241fc1d-1200-4fd8-94cf-c4e5289d73c2,uid
5,NA-1,Muhammad Amjad,00005,5,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,1,Chitral,269579,164355,0.6097,0.609672860274725,159973,159973,5430,All Pakistan Muslim League,6769,0.0423133903846274,Loss,TRUE,uuid:c1615738-81dd-416f-ab16-fbaee1ac8b90,uid
6,NA-1,Eid Ul Hussain,00002,6,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,1,Chitral,269579,164355,0.6097,0.609672860274725,159973,159973,5430,Awami National Party,3625,0.0226600738874685,Loss,TRUE,uuid:283318f7-fa9c-4210-93f0-52e4e3db1f1e,uid
7,NA-1,Saeed ur Rehman,00008,7,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,1,Chitral,269579,164355,0.6097,0.609672860274725,159973,159973,5430,Pakistan Rah-e-Haq Party,3227,0.0201721540509961,Loss,TRUE,uuid:07d2593c-f2e1-46a4-87b3-31fce1ee2fdf,uid
8,NA-1,Shahzada Muhammad Taimur Khisrao,00010,8,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,1,Chitral,269579,164355,0.6097,0.609672860274725,159973,159973,5430,Independent,2416,0.0151025485550687,Loss,TRUE,uuid:dbe99799-f897-40f4-92ba-d6bc5861b5c3,uid
9,NA-1,Nisar Dastageer,00007,9,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,1,Chitral,269579,164355,0.6097,0.609672860274725,159973,159973,5430,Independent,793,0.00495708650834828,Loss,TRUE,uuid:5096ea93-a336-42ac-a39f-24e876ed099d,uid
10,NA-1,Muhammad Yahya,00006,10,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,1,Chitral,269579,164355,0.6097,0.609672860274725,159973,159973,5430,Independent,698,0.00436323629612497,Loss,TRUE,uuid:552e4cb8-d37a-4bab-b8b8-724b125afe73,uid
11,NA-1,Taqdira Ajmal,00011,11,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,1,Chitral,269579,164355,0.6097,0.609672860274725,159973,159973,5430,Independent,681,0.00425696836341133,Loss,TRUE,uuid:be7bd307-c114-48c3-96eb-bcf77675fe80,uid
12,NA-2,Haider Ali Khan,01241,1,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,2,Swat-I,382974,165781,0.4329,0.43287794993916,157638,157638,8868,Pakistan Tehreek-e-Insaf,61834,0.392253136933988,Win,TRUE,uuid:6c9ce7be-e2da-4ecf-84ac-1651366804fb,uid
13,NA-2,Amir Muqam,01239,2,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,2,Swat-I,382974,165781,0.4329,0.43287794993916,157638,157638,8868,Pakistan Muslim League (N),41366,0.26241134751773,Loss,TRUE,uuid:119e2d6b-0cf3-49a0-a5c0-1fa32ce393c6,uid
14,NA-2,Naveed Iqbal,01247,3,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,2,Swat-I,382974,165781,0.4329,0.43287794993916,157638,157638,8868,Muttahida Majlis-e-Amal Pakistan,18088,0.114743906925995,Loss,TRUE,uuid:fc571823-eab0-4ffd-ae78-d42576bb196c,uid
15,NA-2,Amjad Ali Khan,01240,4,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,2,Swat-I,382974,165781,0.4329,0.43287794993916,157638,157638,8868,Pakistan Peoples Party Parliamentarians,16037,0.101733084662328,Loss,TRUE,uuid:41bb0943-91fa-4830-8e26-d614e2c8a11b,uid
16,NA-2,Mumtaz Ahmad,01246,5,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,2,Swat-I,382974,165781,0.4329,0.43287794993916,157638,157638,8868,Awami National Party,14734,0.0934673111813142,Loss,TRUE,uuid:4afd51e3-80ce-446f-aab8-e5912f1f4d1b,uid
17,NA-2,Muhammad Mukhtar,01245,6,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,2,Swat-I,382974,165781,0.4329,0.43287794993916,157638,157638,8868,Pashtoonkhwa Milli Awami Party,3403,0.0215874345018333,Loss,TRUE,uuid:7222f8d7-728e-4b2d-bfa2-e554190cb96a,uid
18,NA-2,Said Qamar,01248,7,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,2,Swat-I,382974,165781,0.4329,0.43287794993916,157638,157638,8868,Independent,1410,0.00894454382826476,Loss,TRUE,uuid:2e517295-850a-41a6-b27b-ae4a23b3e817,uid
19,NA-2,Miraj Muhammad,01244,8,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,2,Swat-I,382974,165781,0.4329,0.43287794993916,157638,157638,8868,Independent,453,0.002873672591634,Loss,FALSE,NA,NA
20,NA-2,Ibadullah Khan,NA,9,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,2,Swat-I,382974,165781,0.4329,0.43287794993916,157638,157638,8868,Independent,165,0.00104670193735013,Loss,TRUE,uuid:92392f06-d3d8-46b9-a3ee-188f1d8d5e92,cons_name
21,NA-2,Malak Muhammad Didar Khan,01243,10,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,2,Swat-I,382974,165781,0.4329,0.43287794993916,157638,157638,8868,Independent,148,9.38859919562542e-4,Loss,TRUE,uuid:60ce500a-20d2-48c5-b0fa-d55cba93730b,uid
22,NA-3,Saleem Rehman,02381,1,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,3,Swat-II,401124,161872,0.4035,0.403546035639852,155687,155687,6788,Pakistan Tehreek-e-Insaf,68280,0.438572263580132,Win,FALSE,uuid:254c0b44-8077-46a2-966c-d6176f2e08f6,cons_name
23,NA-3,Mian Muhammad Shahbaz Sharif,02380,2,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,3,Swat-II,401124,161872,0.4035,0.403546035639852,155687,155687,6788,Pakistan Muslim League (N),22758,0.146177908238967,Loss,FALSE,uuid:317d65de-b7d7-423a-856e-93e051b09f2a,NA
24,NA-3,Shahryar Amirzeb,02382,3,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,3,Swat-II,401124,161872,0.4035,0.403546035639852,155687,155687,6788,Pakistan Peoples Party Parliamentarians,22051,0.141636745521463,Loss,FALSE,NA,NA
25,NA-3,Abdul Karim,02376,4,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,3,Swat-II,401124,161872,0.4035,0.403546035639852,155687,155687,6788,Awami National Party,21910,0.140731082235511,Loss,TRUE,uuid:3135969f-f15f-461c-98a5-344818b0e2be,uid
26,NA-3,Hujjat Ullah,02379,5,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,3,Swat-II,401124,161872,0.4035,0.403546035639852,155687,155687,6788,Independent,16844,0.108191435379961,Loss,TRUE,uuid:b919bd86-7edb-485d-b5fb-602cd1020dfb,uid
27,NA-3,Aftab Shahid,02377,6,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,3,Swat-II,401124,161872,0.4035,0.403546035639852,155687,155687,6788,Independent,1991,0.0127884794491512,Loss,TRUE,uuid:8ce44a9b-f0d8-4679-be85-9521567bcf29,uid
28,NA-3,Shakeel Ahmad,02383,7,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,3,Swat-II,401124,161872,0.4035,0.403546035639852,155687,155687,6788,Jamiat Ulma-e-Islam Nazryati Pakistan,1368,0.00878686081689544,Loss,FALSE,NA,NA
29,NA-3,Ali Khan,02378,8,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,3,Swat-II,401124,161872,0.4035,0.403546035639852,155687,155687,6788,Independent,485,0.0031152247779198,Loss,TRUE,uuid:6205a4d3-69d0-4662-afd6-ada2992ebeef,uid
30,NA-4,Murad Saeed,02525,1,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,4,Swat-Ill,409012,160431,0.3922,0.392240325467223,154419,154419,6569,Pakistan Tehreek-e-Insaf,71663,0.464081492562444,Win,TRUE,uuid:2a541e56-ae34-4892-ba82-ec0ab1715570,uid
31,NA-4,Muhammad Salim Khan,02524,2,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,4,Swat-Ill,409012,160431,0.3922,0.392240325467223,154419,154419,6569,Awami National Party,31209,0.202105958463661,Loss,TRUE,uuid:760783da-e0e9-4a1f-bf9b-94693258e1c1,uid
32,NA-4,Qari Mahmood,02527,3,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,4,Swat-Ill,409012,160431,0.3922,0.392240325467223,154419,154419,6569,Muttahida Majlis-e-Amal Pakistan,17655,0.114331785596332,Loss,TRUE,uuid:74983029-af3c-4820-8eaf-efddcccbb09a,uid
33,NA-4,Feroz Shah,02519,4,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,4,Swat-Ill,409012,160431,0.3922,0.392240325467223,154419,154419,6569,Pakistan Muslim League (N),14556,0.0942630116760243,Loss,TRUE,uuid:8eef0a4f-c767-4b9f-b99e-99bb180b17da,uid
34,NA-4,Qamar Zaman,02526,5,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,4,Swat-Ill,409012,160431,0.3922,0.392240325467223,154419,154419,6569,Pakistan Peoples Party Parliamentarians,12353,0.079996632538742,Loss,TRUE,uuid:280b73bf-166e-4507-8d82-687e2cc7396c,uid
35,NA-4,Tal Hayat Khan,02529,6,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,4,Swat-Ill,409012,160431,0.3922,0.392240325467223,154419,154419,6569,Qaumi Watan Party,2248,0.0145577940538405,Loss,TRUE,uuid:f4f8966a-9b3e-420c-a115-2a1774617484,uid
36,NA-4,Muhammad Raza Khan,02523,7,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,4,Swat-Ill,409012,160431,0.3922,0.392240325467223,154419,154419,6569,Tehreek-e-Labbaik Pakistan,1580,0.01023190151471,Loss,FALSE,uuid:a4bfb4bf-d262-47a9-bc16-945893ddc605,cons_name
37,NA-4,Khurshaid Ali,02521,8,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,4,Swat-Ill,409012,160431,0.3922,0.392240325467223,154419,154419,6569,Pashtoonkhwa Milli Awami Party,1465,0.00948717450572792,Loss,FALSE,NA,NA
38,NA-4,Ibrahim,02520,9,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,4,Swat-Ill,409012,160431,0.3922,0.392240325467223,154419,154419,6569,Allah-o-Akbar Tehreek,907,0.0058736295404063,Loss,TRUE,uuid:b1211635-64bc-4fa6-af72-565a850d6c0f,uid
39,NA-4,Shahzad,02528,10,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,4,Swat-Ill,409012,160431,0.3922,0.392240325467223,154419,154419,6569,Independent,532,0.00344517190242133,Loss,TRUE,uuid:0e03d3a0-72f0-4193-8f26-3b7514e71c76,uid
40,NA-4,Muhammad Mosa Khan,02522,11,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,4,Swat-Ill,409012,160431,0.3922,0.392240325467223,154419,154419,6569,Independent,251,0.00162544764569127,Loss,TRUE,uuid:e9aa7226-f948-4050-9916-eb2e7747aa02,uid
41,NA-5,SAHIBZADA SIBGHATULLAH,02792,1,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,5,Upper Dir,447414,215920,0.4826,0.482595537913431,208940,208940,8137,Pakistan Tehreek-e-Insaf,66654,0.319010242174787,Win,FALSE,uuid:a7a98b28-78d3-4ccc-bbfa-68f1ecea9685,fuzzy
42,NA-5,SAHIBZADA TARIQULLAH,02793,2,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,5,Upper Dir,447414,215920,0.4826,0.482595537913431,208940,208940,8137,Muttahida Majlis-e-Amal Pakistan,58307,0.279060974442424,Loss,TRUE,uuid:87bc0ff9-4851-4b0b-ae28-96076cdd96cd,uid
43,NA-5,NAJMUDDIN KHAN,02790,3,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,5,Upper Dir,447414,215920,0.4826,0.482595537913431,208940,208940,8137,Pakistan Peoples Party Parliamentarians,54383,0.260280463290897,Loss,FALSE,uuid:30db26b0-7f7d-45ae-a4cf-7666f8475d37,cons_name
44,NA-5,MUHAMMAD NISAR KHAN,02789,4,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,5,Upper Dir,447414,215920,0.4826,0.482595537913431,208940,208940,8137,Pakistan Muslim League (N),14498,0.0693883411505695,Loss,TRUE,uuid:b6cef929-d3ce-4c5d-903b-4cf92c464c07,uid
45,NA-5,IMRAN KHAN,02787,5,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,5,Upper Dir,447414,215920,0.4826,0.482595537913431,208940,208940,8137,Awami National Party,8557,0.040954340959127,Loss,TRUE,uuid:a4633f4c-77bf-460a-a7d9-5a71605ef687,uid
46,NA-5,RIAZULLAH,02791,6,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,5,Upper Dir,447414,215920,0.4826,0.482595537913431,208940,208940,8137,Independent,2868,0.0137264286398009,Loss,FALSE,uuid:8ff2a1d6-4854-4f71-82da-b1e9fd02ee3f,cons_name
47,NA-5,SUBHAN ALI,02794,7,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,5,Upper Dir,447414,215920,0.4826,0.482595537913431,208940,208940,8137,All Pakistan Muslim League,1936,0.00926581793816407,Loss,FALSE,uuid:8ae6443b-5326-49df-a798-167697518847,fuzzy
48,NA-5,HANIF ULLAH KHAN,02786,8,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,5,Upper Dir,447414,215920,0.4826,0.482595537913431,208940,208940,8137,Independent,1244,0.00595386235282856,Loss,FALSE,NA,NA
49,NA-5,INAYATUL HAQ,02788,9,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,5,Upper Dir,447414,215920,0.4826,0.482595537913431,208940,208940,8137,Pak Sarzameen Party,372,0.00178041543026706,Loss,TRUE,uuid:b8987a95-a281-4bb5-ad78-f695baeab34e,uid
50,NA-5,UMAR ZAIB KHAN,02795,10,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,5,Upper Dir,447414,215920,0.4826,0.482595537913431,208940,208940,8137,Pakistan Muslim League,121,5.79113621135254e-4,Loss,FALSE,uuid:f1a9014a-80d1-475c-a980-784923a87a76,fuzzy
51,NA-6,Mehboob Shah,02961,1,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,6,Lower Dir-I,351245,171775,0.0489,0.489046107417899,169433,169433,4959,Pakistan Tehreek-e-Insaf,63717,0.376060153571028,Win,TRUE,uuid:ffbf23e3-e671-4ba8-a0f9-0b45a1e31183,uid
52,NA-6,Asad Ullah,02957,2,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,6,Lower Dir-I,351245,171775,0.0489,0.489046107417899,169433,169433,4959,Muttahida Majlis-e-Amal Pakistan,37687,0.222430105115296,Loss,TRUE,uuid:e907809e-ee0c-40e6-8051-da7b9ce2234b,uid
53,NA-6,Muhammad Zahid Khan,02962,3,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,6,Lower Dir-I,351245,171775,0.0489,0.489046107417899,169433,169433,4959,Awami National Party,31482,0.185807959488411,Loss,TRUE,uuid:e592d86f-1652-4b79-ac80-487692682115,uid
54,NA-6,Ahmad Hassan,02955,4,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,6,Lower Dir-I,351245,171775,0.0489,0.489046107417899,169433,169433,4959,Pakistan Peoples Party Parliamentarians,28268,0.1668388094409,Loss,TRUE,uuid:57133749-6592-40f0-807c-857df2fdfff0,uid
55,NA-6,Javed Akhtar,02960,5,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,6,Lower Dir-I,351245,171775,0.0489,0.489046107417899,169433,169433,4959,Pakistan Muslim League (N),3613,0.0213240631990226,Loss,TRUE,uuid:8db08a8a-f073-4852-90cd-848366288ae8,uid
56,NA-6,Ihsan Ullah,02959,6,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,6,Lower Dir-I,351245,171775,0.0489,0.489046107417899,169433,169433,4959,Tehreek-e-Labbaik Pakistan,3169,0.0187035583386944,Loss,TRUE,uuid:19c61ad8-c677-4286-84c7-1242428fe8e5,uid
57,NA-6,Amjad Ali,02956,7,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,6,Lower Dir-I,351245,171775,0.0489,0.489046107417899,169433,169433,4959,Allah-o-Akbar Tehreek,819,0.00483376910047039,Loss,FALSE,NA,NA
58,NA-6,Habib Ullah,02958,8,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,6,Lower Dir-I,351245,171775,0.0489,0.489046107417899,169433,169433,4959,All Pakistan Muslim League,678,0.00400158174617696,Loss,TRUE,uuid:aa2b2780-e352-4e2b-809e-884d907583d8,uid
59,NA-7,Muhammad Bashir Khan,03071,1,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,7,Lower Dir-II,330592,146178,0.4422,0.442170409447295,142877,142877,4465,Pakistan Tehreek-e-Insaf,63071,0.441435640445978,Win,TRUE,uuid:e379110c-2d8e-42f9-a13d-d6e91ff7cc2f,uid
60,NA-7,Siraj Ul Haq,03074,2,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,7,Lower Dir-II,330592,146178,0.4422,0.442170409447295,142877,142877,4465,Muttahida Majlis-e-Amal Pakistan,46927,0.328443346374854,Loss,TRUE,uuid:e382bd5e-da6c-45f9-a679-29eed5bd78d0,uid
61,NA-7,Nazir Khan,03073,3,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,7,Lower Dir-II,330592,146178,0.4422,0.442170409447295,142877,142877,4465,Awami National Party,19743,0.13818179273081,Loss,TRUE,uuid:3e23586c-3678-4bf6-ab12-75aaba1adebc,uid
62,NA-7,Syed Shahid Ahmad Jan,03076,4,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,7,Lower Dir-II,330592,146178,0.4422,0.442170409447295,142877,142877,4465,Pakistan Peoples Party Parliamentarians,10074,0.0705081993602889,Loss,TRUE,uuid:f1a120de-0ca2-4697-a02a-30677127e7de,uid
63,NA-7,Muhammad Khalid,03072,5,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,7,Lower Dir-II,330592,146178,0.4422,0.442170409447295,142877,142877,4465,Allah-o-Akbar Tehreek,1316,0.00921071970996032,Loss,TRUE,uuid:c168ef9f-2202-4d07-92ea-33de9544a06f,uid
64,NA-7,Sobia Shahid,03075,6,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,7,Lower Dir-II,330592,146178,0.4422,0.442170409447295,142877,142877,4465,Pakistan Muslim League (N),1256,0.00879077808184662,Loss,TRUE,uuid:52eb793f-aef0-4410-84ba-bd7c24845d1c,uid
65,NA-7,Abdul Ghafar Khan,03069,7,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,7,Lower Dir-II,330592,146178,0.4422,0.442170409447295,142877,142877,4465,All Pakistan Muslim League,305,0.0021347032762446,Loss,TRUE,uuid:1868bc7a-d0ec-4b7b-be22-c068b130df23,uid
66,NA-7,Mubarak Jan,03070,8,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,7,Lower Dir-II,330592,146178,0.4422,0.442170409447295,142877,142877,4465,Independent,185,0.00129482002001722,Loss,TRUE,uuid:1b952149-4ce6-4806-9fb9-fc42ea615a26,uid
67,NA-8,Junaid Akbar,03194,1,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,8,Malakand,386449,186429,0.4824,0.482415532191829,182195,182195,5451,Pakistan Tehreek-e-Insaf,81788,0.448903647191196,Win,FALSE,uuid:5b1bc9a3-6b14-49de-9f08-d20b35e5d620,cons_name
68,NA-8,Bilawal Bhutto Zardari,03189,2,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,8,Malakand,386449,186429,0.4824,0.482415532191829,182195,182195,5451,Pakistan Peoples Party Parliamentarians,44091,0.241998957161283,Loss,TRUE,uuid:e378416d-b394-48d3-a335-443ea19d345b,uid
69,NA-8,Gul Naseeb Khan,03191,3,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,8,Malakand,386449,186429,0.4824,0.482415532191829,182195,182195,5451,Muttahida Majlis-e-Amal Pakistan,32059,0.175959823266281,Loss,FALSE,uuid:a299b86d-24ac-4b40-a2d4-0f699ccd8d5d,cons_name
70,NA-8,Inam Ullah Khan,03193,4,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,8,Malakand,386449,186429,0.4824,0.482415532191829,182195,182195,5451,Awami National Party,11501,0.063124674112901,Loss,TRUE,uuid:0e120cec-2d2b-43f2-b632-38a0656da1e3,uid
71,NA-8,Mian Gul Kurram,03195,5,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,8,Malakand,386449,186429,0.4824,0.482415532191829,182195,182195,5451,Independent,3853,0.021147671450918,Loss,FALSE,uuid:b4bb80a9-116a-499e-83d3-ac10259f3ea4,fuzzy
72,NA-8,Amir Nawab Khan,03188,6,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,8,Malakand,386449,186429,0.4824,0.482415532191829,182195,182195,5451,Pakistan Muslim League (N),3312,0.0181783254205659,Loss,FALSE,NA,NA
73,NA-8,Muhammad Khan,03196,7,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,8,Malakand,386449,186429,0.4824,0.482415532191829,182195,182195,5451,Independent,2014,0.0110540903976509,Loss,FALSE,uuid:f075664e-23f0-4cbd-8e29-7d0d9b96b6d0,cons_name
74,NA-8,Zafar Yab Khan,03199,8,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,8,Malakand,386449,186429,0.4824,0.482415532191829,182195,182195,5451,Qaumi Watan Party,1167,0.00640522517083345,Loss,FALSE,NA,NA
75,NA-8,Shams Ul Haq,03197,9,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,8,Malakand,386449,186429,0.4824,0.482415532191829,182195,182195,5451,Independent,995,0.00546118170092483,Loss,FALSE,NA,NA
76,NA-8,Fazal Muhammad,03190,10,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,8,Malakand,386449,186429,0.4824,0.482415532191829,182195,182195,5451,Independent,566,0.00310656165097835,Loss,TRUE,uuid:a5555ce0-9ad2-4ab5-9eca-170e5c36bc58,uid
77,NA-8,Alamgir,03187,11,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,8,Malakand,386449,186429,0.4824,0.482415532191829,182195,182195,5451,Independent,401,0.00220093855484508,Loss,TRUE,uuid:eae44551-39f9-4a1d-b62b-5d26bfdf4b56,uid
78,NA-8,Taj Badshah,03198,12,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,8,Malakand,386449,186429,0.4824,0.482415532191829,182195,182195,5451,All Pakistan Muslim League,246,0.00135020170696232,Loss,FALSE,uuid:d8b2cb28-3bce-40d7-bc50-b6ae8aa4afc2,cons_name
79,NA-8,Hussain Khan,03192,13,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,8,Malakand,386449,186429,0.4824,0.482415532191829,182195,182195,5451,Independent,202,0.00110870221466012,Loss,TRUE,uuid:cb0ac358-2ed8-428f-a8e2-a0b1947ecf1a,uid
80,NA-9,SHER AKBAR KHAN,03324,1,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,9,Buner,445474,180968,0.4062,0.406236952100459,175877,175877,8734,Pakistan Tehreek-e-Insaf,58317,0.331578318938804,Win,TRUE,uuid:844cbebd-6bc0-4846-90d9-ed0c45243dec,uid
81,NA-9,KAMRAN KHAN,03322,2,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,9,Buner,445474,180968,0.4062,0.406236952100459,175877,175877,8734,Pakistan Muslim League (N),39213,0.22295695287047201,Loss,TRUE,uuid:628ef79a-6736-4180-8301-8dcd27a9fe3f,uid
82,NA-9,ABDUR RAUF,03319,3,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,9,Buner,445474,180968,0.4062,0.406236952100459,175877,175877,8734,Awami National Party,39087,0.22224054310683,Loss,TRUE,uuid:263be0c7-e6d8-4e2c-897c-e4f1df737bfc,uid
83,NA-9,ISTIQBAL KHAN,03321,4,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,9,Buner,445474,180968,0.4062,0.406236952100459,175877,175877,8734,Muttahida Majlis-e-Amal Pakistan,23632,0.134366631225231,Loss,TRUE,uuid:7b59d9f1-75d7-4580-b116-1228393451d5,uid
84,NA-9,FANOOS GUJJAR,03320,5,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,9,Buner,445474,180968,0.4062,0.406236952100459,175877,175877,8734,Awami Workers Party,11762,0.0668762828567692,Loss,TRUE,uuid:556e04c7-1954-44ec-b862-79e52609e3a9,uid
85,NA-9,MIAN MOEEN UD DIN,03323,6,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,9,Buner,445474,180968,0.4062,0.406236952100459,175877,175877,8734,Independent,3313,0.0188370281503551,Loss,TRUE,uuid:2ba5e484-a4ca-4b7d-9734-18f4586b6873,uid
86,NA-9,SIR MIR KHAN,03325,7,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,9,Buner,445474,180968,0.4062,0.406236952100459,175877,175877,8734,All Pakistan Muslim League,553,0.00314424285153829,Loss,FALSE,uuid:c382c4de-5f2b-4252-8eeb-9cd5b830c0b7,cons_name
87,NA-10,Ibadullah Khan,00015,1,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,10,Shangla,374343,128302,0.3427,0.342739145649845,126227,126227,4873,Pakistan Muslim League (N),35178,0.278688394717453,Win,TRUE,uuid:87348c9d-6460-47e6-a690-913e24d0a751,uid
88,NA-10,Sadeed ur Rahman,00017,2,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,10,Shangla,374343,128302,0.3427,0.342739145649845,126227,126227,4873,Awami National Party,33650,0.266583219121107,Loss,FALSE,NA,NA
89,NA-10,Waqar Ahmad Khan,00020,3,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,10,Shangla,374343,128302,0.3427,0.342739145649845,126227,126227,4873,Pakistan Tehreek-e-Insaf,28134,0.222884168997124,Loss,FALSE,NA,NA
90,NA-10,Amir Sultan,00012,4,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,10,Shangla,374343,128302,0.3427,0.342739145649845,126227,126227,4873,Muttahida Majlis-e-Amal Pakistan,20914,0.165685629857321,Loss,TRUE,uuid:fc9bd2ab-75df-4cda-935e-76e26c1f0298,uid
