id,constituency_code,candidate_name,uid,candidate_rank,election_date,election_type,contest_status,assembly,province,constituency_number,constituency_name,voter_reg,votes_polled,turnout,turnout_calc,valid_votes,valid_calc,votes_disq,candidate_party,candidate_votes,candidate_share,outcome,found_initially,key,match
7514,PK-81,Abdul Samood,05222,4,2018-07-25,General Election,Contested,Provincial,Khyber Paktunkhwa,81,Kohat-II,168425,62729,0.3724,0.372444708327149,60781,60781,2705,Independent,5203,0.0856024086474392,Loss,TRUE,uuid:b1e1c122-fadc-4106-bfb6-7b268d4d84b1,uid
7515,PP-81,MUHAMMAD BILAL WAZ,09257,5,2018-07-25,General Election,Contested,Provincial,Punjab,81,Sargodha-X,235220,133221,0.5664,0.566367655811581,128686,128686,5217,Tehreek-e-Labbaik Pakistan,3796,0.029498158307819,Loss,FALSE,uuid:aefa74bc-1523-4fbf-a03f-47dd68035b51,fuzzy
7516,PS-81,Mian Khan,11321,5,2018-07-25,General Election,Contested,Provincial,Sindh,81,Jamshoro-II,135985,70808,0.5207,0.52070448946575,67041,67041,3797,Grand Democratic Alliance,428,0.00638415298101162,Loss,TRUE,uuid:96e3148d-cef8-414f-be12-400422b9cbae,uid
7517,PK-81,Iftikhar Ud Din,05228,5,2018-07-25,General Election,Contested,Provincial,Khyber Paktunkhwa,81,Kohat-II,168425,62729,0.3724,0.372444708327149,60781,60781,2705,Awami National Party,3235,0.0532238693012619,Loss,TRUE,uuid:7d9aa7e9-2528-48c5-b469-61e802d94908,uid
7518,PP-81,MUHAMMAD AMIR,09254,6,2018-07-25,General Election,Contested,Provincial,Punjab,81,Sargodha-X,235220,133221,0.5664,0.566367655811581,128686,128686,5217,Independent,2278,0.0177020033259251,Loss,FALSE,uuid:02228e49-75a2-4255-817e-5a3464b0ddbf,fuzzy
7519,PS-81,Samina Rajput,11323,6,2018-07-25,General Election,Contested,Provincial,Sindh,81,Jamshoro-II,135985,70808,0.5207,0.52070448946575,67041,67041,3797,Muttahida Majlis-e-Amal Pakistan,354,0.00528035083008905,Loss,TRUE,uuid:38c87bec-f1ee-410e-85c7-7a2db9cfa0b7,uid
7520,PK-81,Faheem Dad Khan,05227,6,2018-07-25,General Election,Contested,Provincial,Khyber Paktunkhwa,81,Kohat-II,168425,62729,0.3724,0.372444708327149,60781,60781,2705,Independent,2587,0.0425626429311792,Loss,TRUE,uuid:0668acd9-a002-45c6-8750-489286d773fc,uid
7521,PP-81,MUHAMMAD BASHIR,09256,7,2018-07-25,General Election,Contested,Provincial,Punjab,81,Sargodha-X,235220,133221,0.5664,0.566367655811581,128686,128686,5217,Muttahida Majlis-e-Amal Pakistan,1285,0.00998554621326329,Loss,FALSE,uuid:1d2301bf-27d0-487c-8cbc-56aa2d5fcf0d,fuzzy
7522,PS-81,Dayo,11315,7,2018-07-25,General Election,Contested,Provincial,Sindh,81,Jamshoro-II,135985,70808,0.5207,0.52070448946575,67041,67041,3797,Independent,332,0.00495219343386883,Loss,FALSE,uuid:6330aa19-40a8-4157-b525-42ebe993f740,uid
7523,PK-81,Asif Saif Ullah Khan,05225,7,2018-07-25,General Election,Contested,Provincial,Khyber Paktunkhwa,81,Kohat-II,168425,62729,0.3724,0.372444708327149,60781,60781,2705,Pakistan Peoples Party Parliamentarians,1351,0.0222273407808361,Loss,TRUE,uuid:3c664259-a326-4eaa-9f9c-fc5e1f8eae2b,uid
7524,PP-81,SHAFIQ UR REHMAN SHAAD,09260,8,2018-07-25,General Election,Contested,Provincial,Punjab,81,Sargodha-X,235220,133221,0.5664,0.566367655811581,128686,128686,5217,Independent,682,0.00529972180345958,Loss,FALSE,uuid:9a15cfa6-9a50-48d4-a784-698a7b6b88bb,fuzzy
7525,PS-81,Rabia,11322,8,2018-07-25,General Election,Contested,Provincial,Sindh,81,Jamshoro-II,135985,70808,0.5207,0.52070448946575,67041,67041,3797,Independent,249,0.00371414507540162,Loss,TRUE,uuid:7a4ecaa3-b5a7-4ef2-ab86-5eb78a6e41c0,uid
7526,PK-81,Shahbaz Khan,05233,8,2018-07-25,General Election,Contested,Provincial,Khyber Paktunkhwa,81,Kohat-II,168425,62729,0.3724,0.372444708327149,60781,60781,2705,Pakistan Rah-e-Haq Party,1293,0.0212730952106744,Loss,TRUE,uuid:f8528ce2-2fce-4e88-8d0d-ff584925747f,uid
7527,PP-81,SAIF UR REHMAN,09258,9,2018-07-25,General Election,Contested,Provincial,Punjab,81,Sargodha-X,235220,133221,0.5664,0.566367655811581,128686,128686,5217,Independent,160,0.00124333649348025,Loss,FALSE,uuid:6a5ca1bb-2bfd-40b3-86d7-65c43c6520f0,fuzzy
7528,PS-81,Gul Bahar,11317,9,2018-07-25,General Election,Contested,Provincial,Sindh,81,Jamshoro-II,135985,70808,0.5207,0.52070448946575,67041,67041,3797,Pak Sarzameen Party,143,0.00213302307543145,Loss,TRUE,uuid:29efc77b-cf9b-4839-8a13-5927a6fd7c2a,uid
7529,PK-81,Akbar Jan,05223,9,2018-07-25,General Election,Contested,Provincial,Khyber Paktunkhwa,81,Kohat-II,168425,62729,0.3724,0.372444708327149,60781,60781,2705,Independent,1157,0.0190355538737434,Loss,TRUE,uuid:9b832837-adf3-49e6-9dd7-9882f401734d,uid
7530,PS-81,Meer Ahmed,11320,10,2018-07-25,General Election,Contested,Provincial,Sindh,81,Jamshoro-II,135985,70808,0.5207,0.52070448946575,67041,67041,3797,Independent,76,0.00113363464148804,Loss,TRUE,uuid:cc99a1c0-78de-44d4-a50c-67ae55eaf81f,uid
7531,PK-81,Amin Shah,05224,10,2018-07-25,General Election,Contested,Provincial,Khyber Paktunkhwa,81,Kohat-II,168425,62729,0.3724,0.372444708327149,60781,60781,2705,Pakistan Human Rights Party,636,0.0104637962521183,Loss,TRUE,uuid:011bd4af-a632-4e38-a584-7c851a840b3c,uid
7532,PK-81,Zahid Ali Shah,05236,11,2018-07-25,General Election,Contested,Provincial,Khyber Paktunkhwa,81,Kohat-II,168425,62729,0.3724,0.372444708327149,60781,60781,2705,Independent,254,0.00417893749691515,Loss,TRUE,uuid:72206fc0-f594-4ecd-85be-ba9734835267,uid
7533,PK-81,Muhammad Rasheed Khan,05231,12,2018-07-25,General Election,Contested,Provincial,Khyber Paktunkhwa,81,Kohat-II,168425,62729,0.3724,0.372444708327149,60781,60781,2705,Independent,210,0.00345502706437867,Loss,TRUE,uuid:9a29b1bd-8369-4e6d-b30f-0f980a0d800b,uid
7534,PK-81,Asmatullah Khan,05226,13,2018-07-25,General Election,Contested,Provincial,Khyber Paktunkhwa,81,Kohat-II,168425,62729,0.3724,0.372444708327149,60781,60781,2705,Independent,177,0.00291209423997631,Loss,TRUE,uuid:509c20ea-5749-47f1-92d0-b4f238c91863,uid
7535,PK-81,Umar Saddiq,05235,14,2018-07-25,General Election,Contested,Provincial,Khyber Paktunkhwa,81,Kohat-II,168425,62729,0.3724,0.372444708327149,60781,60781,2705,Independent,128,0.00210592125828795,Loss,TRUE,uuid:6d8915fb-b90b-49ab-a2c2-6bdf68ef56f9,uid
7536,PK-81,Tehseen Ahmed,05234,15,2018-07-25,General Election,Contested,Provincial,Khyber Paktunkhwa,81,Kohat-II,168425,62729,0.3724,0.372444708327149,60781,60781,2705,Jamiat Ulama-e-Islam Pakistan (S),89,0.00146427337490334,Loss,TRUE,uuid:45ed80c3-fc19-48e4-a50b-f6e12f26c039,uid
7537,PP-82,Fateh Khaliq,09262,1,2018-07-25,General Election,Contested,Provincial,Punjab,82,Khushab-I,272102,158447,0.5823,0.582307370030356,153235,153235,5376,Pakistan Tehreek-e-Insaf,71925,0.469377100531863,Win,TRUE,uuid:5405465b-b069-42e3-8489-3ae9190221b7,uid
7538,PS-82,Malik Asad Sikander,11330,1,2018-07-25,General Election,Contested,Provincial,Sindh,82,Jamshoro-III,141545,84903,0.5998,0.599830442615423,81710,81710,3194,Pakistan Peoples Party Parliamentarians,40604,0.496928160567862,Win,FALSE,NA,NA
7539,PK-82,Zia Ullah Khan,05246,1,2018-07-25,General Election,Contested,Provincial,Khyber Paktunkhwa,82,Kohat-III,168070,59551,0.3543,0.354322603677039,58305,58305,1533,Pakistan Tehreek-e-Insaf,21074,0.361444130006003,Win,TRUE,uuid:26099909-5cbd-49fa-80e8-5d86a00ee52c,uid
7540,PP-82,Karam Elahi Bandial,09263,2,2018-07-25,General Election,Contested,Provincial,Punjab,82,Khushab-I,272102,158447,0.5823,0.582307370030356,153235,153235,5376,Pakistan Muslim League (N),43244,0.282207067575945,Loss,TRUE,uuid:85a96468-fc5f-4337-a6bb-22160e80131f,uid
7541,PS-82,Sikandar Ali Shoro,11334,2,2018-07-25,General Election,Contested,Provincial,Sindh,82,Jamshoro-III,141545,84903,0.5998,0.599830442615423,81710,81710,3194,Independent,36315,0.444437645331049,Loss,TRUE,uuid:5e55c5f9-4b46-495b-8b16-71b50abd01b1,uid
7542,PK-82,Syed Iftikhar Hussain Shah,05243,2,2018-07-25,General Election,Contested,Provincial,Khyber Paktunkhwa,82,Kohat-III,168070,59551,0.3543,0.354322603677039,58305,58305,1533,Independent,14786,0.253597461624217,Loss,TRUE,uuid:56715db2-3d59-4c95-bc71-9d6f40fd66b0,uid
7543,PP-82,Nasir Khan Awan,09267,3,2018-07-25,General Election,Contested,Provincial,Punjab,82,Khushab-I,272102,158447,0.5823,0.582307370030356,153235,153235,5376,Tehreek-e-Labbaik Pakistan,25208,0.164505498091167,Loss,TRUE,uuid:18e21c22-6edc-423c-b33b-cb9b4b826371,uid
7544,PS-82,Malik Pahar Khan,11331,3,2018-07-25,General Election,Contested,Provincial,Sindh,82,Jamshoro-III,141545,84903,0.5998,0.599830442615423,81710,81710,3194,Pakistan Tehreek-e-Insaf,2076,0.0254069269367275,Loss,FALSE,NA,NA
7545,PK-82,Syed Qalb E Hassan,05245,3,2018-07-25,General Election,Contested,Provincial,Khyber Paktunkhwa,82,Kohat-III,168070,59551,0.3543,0.354322603677039,58305,58305,1533,Muttahida Majlis-e-Amal Pakistan,11008,0.188800274419004,Loss,TRUE,uuid:1a22003c-22a1-4810-bb45-c0338b21df33,uid
7546,PP-82,Muhammad Sagheer,09266,4,2018-07-25,General Election,Contested,Provincial,Punjab,82,Khushab-I,272102,158447,0.5823,0.582307370030356,153235,153235,5376,Independent,10071,0.0657225829608118,Loss,TRUE,uuid:ae1226ce-8354-4b9f-844a-c95de0587651,fuzzy
7547,PS-82,Rahib Ali Khoso,11333,4,2018-07-25,General Election,Contested,Provincial,Sindh,82,Jamshoro-III,141545,84903,0.5998,0.599830442615423,81710,81710,3194,Muttahida Majlis-e-Amal Pakistan,956,0.0116999143311712,Loss,FALSE,NA,NA
7548,PK-82,Peer Adil Shah,05242,4,2018-07-25,General Election,Contested,Provincial,Khyber Paktunkhwa,82,Kohat-III,168070,59551,0.3543,0.354322603677039,58305,58305,1533,Pakistan Peoples Party Parliamentarians,6591,0.11304347826087,Loss,TRUE,uuid:2d3d49e2-99fc-4372-b372-e8e35e62dfce,uid
7549,PP-82,Muhammad Mumtaz,09265,5,2018-07-25,General Election,Contested,Provincial,Punjab,82,Khushab-I,272102,158447,0.5823,0.582307370030356,153235,153235,5376,Allah-o-Akbar Tehreek,1491,0.00973015303292329,Loss,FALSE,uuid:9be2ccd5-f52d-4585-8e67-9414742e9cb9,fuzzy
7550,PS-82,Lal Muhammad,11328,5,2018-07-25,General Election,Contested,Provincial,Sindh,82,Jamshoro-III,141545,84903,0.5998,0.599830442615423,81710,81710,3194,Independent,503,0.0061559172683882,Loss,FALSE,NA,NA
7551,PK-82,Badshah Gul,05238,5,2018-07-25,General Election,Contested,Provincial,Khyber Paktunkhwa,82,Kohat-III,168070,59551,0.3543,0.354322603677039,58305,58305,1533,Awami National Party,2352,0.040339593516851,Loss,TRUE,uuid:9ff8411c-d80b-4637-9928-e22b060a4d57,uid
7552,PP-82,Malik Muhammad Sher Afzal,09264,6,2018-07-25,General Election,Contested,Provincial,Punjab,82,Khushab-I,272102,158447,0.5823,0.582307370030356,153235,153235,5376,Independent,1296,0.00845759780728946,Loss,TRUE,uuid:561ffcb2-0d05-45be-b563-5cf9a3bad85f,uid
7553,PS-82,Iqbal Masih,11327,6,2018-07-25,General Election,Contested,Provincial,Sindh,82,Jamshoro-III,141545,84903,0.5998,0.599830442615423,81710,81710,3194,Independent,405,0.00495655366540203,Loss,FALSE,NA,NA
7554,PK-82,Jamila Paracha,05239,6,2018-07-25,General Election,Contested,Provincial,Khyber Paktunkhwa,82,Kohat-III,168070,59551,0.3543,0.354322603677039,58305,58305,1533,Pakistan Muslim League (N),1609,0.0275962610410771,Loss,TRUE,uuid:cf3f27ec-6d68-44ee-bfbb-113f846e8a95,uid
7555,PS-82,Bakhtawar Malano,11324,7,2018-07-25,General Election,Contested,Provincial,Sindh,82,Jamshoro-III,141545,84903,0.5998,0.599830442615423,81710,81710,3194,Pakistan Muslim League (N),205,0.00250887284298128,Loss,TRUE,uuid:2c1797c8-cbb4-45b0-aaa7-fb6889645386,uid
7556,PK-82,MUHAMMAD FAYAZ,05240,7,2018-07-25,General Election,Contested,Provincial,Khyber Paktunkhwa,82,Kohat-III,168070,59551,0.3543,0.354322603677039,58305,58305,1533,Independent,496,0.0085069891089958,Loss,FALSE,NA,NA
7557,PS-82,Mamtaz Ali,11332,8,2018-07-25,General Election,Contested,Provincial,Sindh,82,Jamshoro-III,141545,84903,0.5998,0.599830442615423,81710,81710,3194,Pak Sarzameen Party,152,0.00186023742503977,Loss,TRUE,uuid:2ecb50e1-9c09-4453-9c25-2e1605840f6f,uid
7558,PK-82,SYED MAJID FALOOK,05244,8,2018-07-25,General Election,Contested,Provincial,Khyber Paktunkhwa,82,Kohat-III,168070,59551,0.3543,0.354322603677039,58305,58305,1533,Independent,212,0.00363605179658691,Loss,TRUE,uuid:0bb5c893-6ffd-42cc-ab3e-9aace17458ee,uid
7559,PS-82,Haq Nawaz,11326,9,2018-07-25,General Election,Contested,Provincial,Sindh,82,Jamshoro-III,141545,84903,0.5998,0.599830442615423,81710,81710,3194,Grand Democratic Alliance,141,0.00172561497980663,Loss,FALSE,NA,NA
7560,PK-82,MUHAMMAD JANAN NIAZI,05241,9,2018-07-25,General Election,Contested,Provincial,Khyber Paktunkhwa,82,Kohat-III,168070,59551,0.3543,0.354322603677039,58305,58305,1533,Independent,124,0.00212674727724895,Loss,TRUE,uuid:aeaf45d8-a67f-4a8b-8e0e-d5c8986e5ba9,uid
7561,PS-82,Liaquat Ali,11329,10,2018-07-25,General Election,Contested,Provincial,Sindh,82,Jamshoro-III,141545,84903,0.5998,0.599830442615423,81710,81710,3194,Independent,139,0.00170113817158243,Loss,FALSE,NA,NA
7562,PK-82,Asmat Ullah Khan,05237,10,2018-07-25,General Election,Contested,Provincial,Khyber Paktunkhwa,82,Kohat-III,168070,59551,0.3543,0.354322603677039,58305,58305,1533,Pakistan Rah-e-Haq Party,53,9.09012949146728e-4,Loss,TRUE,uuid:4395efb8-7457-4ecc-8c52-e180aabd4e22,uid
7563,PS-82,Zuhair Yousuf,11336,11,2018-07-25,General Election,Contested,Provincial,Sindh,82,Jamshoro-III,141545,84903,0.5998,0.599830442615423,81710,81710,3194,Independent,115,0.00140741647289193,Loss,TRUE,uuid:9e665262-3fa2-4149-8c4f-9be168894b3a,uid
7564,PS-82,Ghulam Abbas Pirzado,11325,12,2018-07-25,General Election,Contested,Provincial,Sindh,82,Jamshoro-III,141545,84903,0.5998,0.599830442615423,81710,81710,3194,Independent,73,8.93403500183576e-4,Loss,FALSE,NA,NA
7565,PS-82,Suhail Ahmed Shoro,11335,13,2018-07-25,General Election,Contested,Provincial,Sindh,82,Jamshoro-III,141545,84903,0.5998,0.599830442615423,81710,81710,3194,Independent,26,3.18198506914698e-4,Loss,TRUE,uuid:57d9aa8c-7997-4e56-bcfb-9dd6330130ec,uid
7566,PP-83,Malik Ghulam Rasool Sangha,09271,1,2018-07-25,General Election,Contested,Provincial,Punjab,83,Khushab-II,288570,161410,0.5593,0.559344353189867,155457,155457,6249,Independent,69036,0.44408421621413,Win,TRUE,uuid:d55aa7ed-505c-437c-b596-9809d4274f3e,uid
7567,PS-83,Abdul Aziz Junejo,11337,1,2018-07-25,General Election,Contested,Provincial,Sindh,83,Dadu-I,196683,96414,0.4902,0.490199966443465,92113,92113,4348,Pakistan Peoples Party Parliamentarians,52020,0.564741133173385,Win,TRUE,uuid:e6b54770-38a6-4b9b-b589-bcae6f43d097,uid
7568,PK-83,Shah Faisal Khan,05253,1,2018-07-25,General Election,Contested,Provincial,Khyber Paktunkhwa,83,Hangu-I,148001,47983,0.3242,0.324207268869805,46788,46788,1873,Pakistan Tehreek-e-Insaf,14130,0.302000512952039,Win,TRUE,uuid:fba2d7ff-84a4-48bf-8b5a-baa09390349d,uid
7569,PP-83,Muhammad Asif Malik,09273,2,2018-07-25,General Election,Contested,Provincial,Punjab,83,Khushab-II,288570,161410,0.5593,0.559344353189867,155457,155457,6249,Pakistan Muslim League (N),47764,0.307248949870382,Loss,FALSE,uuid:a6d9260b-10fc-4cd6-b402-1d8433bd61cc,cons_name
7570,PS-83,Ahsan Ali Jatoi,11338,2,2018-07-25,General Election,Contested,Provincial,Sindh,83,Dadu-I,196683,96414,0.4902,0.490199966443465,92113,92113,4348,Pakistan Tehreek-e-Insaf,38030,0.4128624624103,Loss,TRUE,uuid:e447c6b4-f3b7-4457-b3e8-9af232998296,uid
7571,PK-83,Ubaid Ullah,05257,2,2018-07-25,General Election,Contested,Provincial,Khyber Paktunkhwa,83,Hangu-I,148001,47983,0.3242,0.324207268869805,46788,46788,1873,Muttahida Majlis-e-Amal Pakistan,10210,0.218218346584594,Loss,TRUE,uuid:c77a4769-81b9-4489-8083-9c1005c49115,uid
7572,PP-83,Malik Zafar Ullah Khan Bugti,09272,3,2018-07-25,General Election,Contested,Provincial,Punjab,83,Khushab-II,288570,161410,0.5593,0.559344353189867,155457,155457,6249,Independent,10876,0.0699614684446503,Loss,TRUE,uuid:761553c8-c0f9-43f3-8348-c6a10ef33bc8,uid
7573,PS-83,Muhammad Ameen Jamali,11350,3,2018-07-25,General Election,Contested,Provincial,Sindh,83,Dadu-I,196683,96414,0.4902,0.490199966443465,92113,92113,4348,Muttahida Majlis-e-Amal Pakistan,415,0.00450533583750394,Loss,TRUE,uuid:c767f349-c194-4f80-8ccc-01d15cf229ce,uid
7574,PK-83,Zafar Rehman,05260,3,2018-07-25,General Election,Contested,Provincial,Khyber Paktunkhwa,83,Hangu-I,148001,47983,0.3242,0.324207268869805,46788,46788,1873,Independent,8452,0.18064460972899,Loss,TRUE,uuid:772e0703-956c-43e2-b881-44f3bc283ccd,uid
7575,PP-83,Dildar Hussain Rizvi,09269,4,2018-07-25,General Election,Contested,Provincial,Punjab,83,Khushab-II,288570,161410,0.5593,0.559344353189867,155457,155457,6249,Tehreek-e-Labbaik Pakistan,9576,0.0615990273837781,Loss,TRUE,uuid:d4912167-513d-4283-bbd6-b968ff439b43,uid
7576,PS-83,Sayed Asad Hyder,11352,4,2018-07-25,General Election,Contested,Provincial,Sindh,83,Dadu-I,196683,96414,0.4902,0.490199966443465,92113,92113,4348,Independent,376,0.0040819428310879,Loss,TRUE,uuid:a3feea47-2ac7-4a8e-bcf3-fe348bab222b,uid
7577,PK-83,Syed Hussain Ali Shah Al Hussaini,05255,4,2018-07-25,General Election,Contested,Provincial,Khyber Paktunkhwa,83,Hangu-I,148001,47983,0.3242,0.324207268869805,46788,46788,1873,Awami National Party,5953,0.127233478669744,Loss,TRUE,uuid:11bff8e8-c8d1-4370-a21d-343b1af89538,uid
7578,PP-83,Gull Asghar Khan,09270,5,2018-07-25,General Election,Contested,Provincial,Punjab,83,Khushab-II,288570,161410,0.5593,0.559344353189867,155457,155457,6249,Pakistan Tehreek-e-Insaf,8537,0.0549155071820503,Loss,TRUE,uuid:532476f9-2b99-44eb-928c-f997dc4d623d,uid
7579,PS-83,Muhammad Ismail,11351,5,2018-07-25,General Election,Contested,Provincial,Sindh,83,Dadu-I,196683,96414,0.4902,0.490199966443465,92113,92113,4348,Independent,296,0.00321344435638835,Loss,TRUE,uuid:1d7409dc-8d3c-41ac-b32e-2b84c033ddf4,uid
7580,PK-83,Syed Zahid Hussain Mian,05256,5,2018-07-25,General Election,Contested,Provincial,Khyber Paktunkhwa,83,Hangu-I,148001,47983,0.3242,0.324207268869805,46788,46788,1873,Independent,4962,0.106052834060015,Loss,TRUE,uuid:c2f575c5-f478-4cdc-93f8-37821bfdb7cb,uid
7581,PP-83,Muhammad Saleem Iqbal,09275,6,2018-07-25,General Election,Contested,Provincial,Punjab,83,Khushab-II,288570,161410,0.5593,0.559344353189867,155457,155457,6249,Independent,2791,0.0179535176929955,Loss,FALSE,uuid:2daca2d6-27f9-4572-9ee0-bb0c76642be6,cons_name
7582,PS-83,Ali Hassan Janwari,11339,6,2018-07-25,General Election,Contested,Provincial,Sindh,83,Dadu-I,196683,96414,0.4902,0.490199966443465,92113,92113,4348,Independent,262,0.00284433250464104,Loss,TRUE,uuid:86d57c5c-265e-4cde-8f6a-1bc4e7d682e5,uid
7583,PK-83,Asif Rehman,05248,6,2018-07-25,General Election,Contested,Provincial,Khyber Paktunkhwa,83,Hangu-I,148001,47983,0.3242,0.324207268869805,46788,46788,1873,Independent,1516,0.0324014704625118,Loss,TRUE,uuid:ba002eec-938c-4345-966f-9d9216e5a5bf,uid
7584,PP-83,Shazia Kausar,09278,7,2018-07-25,General Election,Contested,Provincial,Punjab,83,Khushab-II,288570,161410,0.5593,0.559344353189867,155457,155457,6249,Allah-o-Akbar Tehreek,2544,0.0163646538914298,Loss,TRUE,uuid:86debadb-7f4d-46fb-a3b7-cb2b345c2861,uid
7585,PS-83,Juniad Bashir Buriro,11347,7,2018-07-25,General Election,Contested,Provincial,Sindh,83,Dadu-I,196683,96414,0.4902,0.490199966443465,92113,92113,4348,Independent,149,0.00161757840912792,Loss,TRUE,uuid:4de28224-baf3-4709-930c-930182d120bb,uid
7586,PK-83,Ulfat Hussain,05258,7,2018-07-25,General Election,Contested,Provincial,Khyber Paktunkhwa,83,Hangu-I,148001,47983,0.3242,0.324207268869805,46788,46788,1873,Pakistan Peoples Party Parliamentarians,585,0.0125032059502437,Loss,TRUE,uuid:ec99261f-32de-488d-b027-bfbabc4a944d,uid
7587,PP-83,Nisar Ahmad Khan,09276,8,2018-07-25,General Election,Contested,Provincial,Punjab,83,Khushab-II,288570,161410,0.5593,0.559344353189867,155457,155457,6249,Pakistan Peoples Party Parliamentarians,1899,0.0122155965958432,Loss,TRUE,uuid:399e65fd-9dfe-4660-af58-6890a879e369,uid
7588,PS-83,Javeed Akhtar Khasheli,11346,8,2018-07-25,General Election,Contested,Provincial,Sindh,83,Dadu-I,196683,96414,0.4902,0.490199966443465,92113,92113,4348,Independent,104,0.00112904801710942,Loss,TRUE,uuid:ebea8134-be8e-4161-bb40-ffde68dbace8,uid
7589,PK-83,Waad Ur Rehman Qureshi,05259,8,2018-07-25,General Election,Contested,Provincial,Khyber Paktunkhwa,83,Hangu-I,148001,47983,0.3242,0.324207268869805,46788,46788,1873,Independent,429,0.00916901769684535,Loss,TRUE,uuid:0e0deb00-6375-4528-ae2b-677cdc7b665a,uid
7590,PP-83,Saif Ullah Khan,09277,9,2018-07-25,General Election,Contested,Provincial,Punjab,83,Khushab-II,288570,161410,0.5593,0.559344353189867,155457,155457,6249,Independent,1660,0.0106781939700367,Loss,TRUE,uuid:e9820b1e-7b7e-48e4-abe8-19565a9e9b05,uid
7591,PS-83,Ghulam Hyder,11344,9,2018-07-25,General Election,Contested,Provincial,Sindh,83,Dadu-I,196683,96414,0.4902,0.490199966443465,92113,92113,4348,Independent,88,9.55348322169509e-4,Loss,TRUE,uuid:8043b9dc-2f6c-47aa-b831-11b2ccf7822d,uid
7592,PK-83,Sultan Akbar,05254,9,2018-07-25,General Election,Contested,Provincial,Khyber Paktunkhwa,83,Hangu-I,148001,47983,0.3242,0.324207268869805,46788,46788,1873,Independent,200,0.00427460032486963,Loss,TRUE,uuid:6aa8c1aa-cfdc-4745-9e3a-befc918ccde7,uid
7593,PP-83,Muhammad Ilyas Awan,09274,10,2018-07-25,General Election,Contested,Provincial,Punjab,83,Khushab-II,288570,161410,0.5593,0.559344353189867,155457,155457,6249,Independent,707,0.00454788140772046,Loss,FALSE,uuid:81a785b8-fe7e-49a1-b06e-a1e803bc57d7,fuzzy
7594,PS-83,Asghar Ali Sheikh,11343,10,2018-07-25,General Election,Contested,Provincial,Sindh,83,Dadu-I,196683,96414,0.4902,0.490199966443465,92113,92113,4348,Pak Sarzameen Party,80,8.68498474699554e-4,Loss,TRUE,uuid:9dc1d03f-e11e-4002-8714-d434fba36aae,uid
7595,PK-83,Muhammad Tufail,05251,10,2018-07-25,General Election,Contested,Provincial,Khyber Paktunkhwa,83,Hangu-I,148001,47983,0.3242,0.324207268869805,46788,46788,1873,Independent,126,0.00269299820466786,Loss,TRUE,uuid:4fb746f2-3a76-420f-8928-d843878f2cb2,uid
7596,PP-83,Bahadar Khan,09268,11,2018-07-25,General Election,Contested,Provincial,Punjab,83,Khushab-II,288570,161410,0.5593,0.559344353189867,155457,155457,6249,Independent,67,4.3098734698341e-4,Loss,TRUE,uuid:6174e481-3917-43c2-af98-8d55a1da5de7,uid
7597,PS-83,Waheed ur rehman lakhar,11353,11,2018-07-25,General Election,Contested,Provincial,Sindh,83,Dadu-I,196683,96414,0.4902,0.490199966443465,92113,92113,4348,Pakistan Kissan Ittehad(Ch. Anwar),61,6.6223008695841e-4,Loss,TRUE,uuid:031362ed-54b8-4516-be9c-bd12baad4de3,uid
7598,PK-83,Alam Zada,05247,11,2018-07-25,General Election,Contested,Provincial,Khyber Paktunkhwa,83,Hangu-I,148001,47983,0.3242,0.324207268869805,46788,46788,1873,Pasban Pakistan.,102,0.00218004616568351,Loss,TRUE,uuid:ebd258de-5872-42e7-bfde-1f75b94d200a,uid
7599,PS-83,Asghar Ali,11342,12,2018-07-25,General Election,Contested,Provincial,Sindh,83,Dadu-I,196683,96414,0.4902,0.490199966443465,92113,92113,4348,Independent,53,5.75380239488454e-4,Loss,TRUE,uuid:ba11a305-5e3f-49a0-be63-b6f8b7346640,uid
7600,PK-83,Mudasir Hussain,05250,12,2018-07-25,General Election,Contested,Provincial,Khyber Paktunkhwa,83,Hangu-I,148001,47983,0.3242,0.324207268869805,46788,46788,1873,Independent,47,0.00100453107634436,Loss,TRUE,uuid:8d06c97e-5c25-4c8c-9409-9a198b19452f,uid
7601,PS-83,Asadullah,11341,13,2018-07-25,General Election,Contested,Provincial,Sindh,83,Dadu-I,196683,96414,0.4902,0.490199966443465,92113,92113,4348,Independent,48,5.21099084819732e-4,Loss,TRUE,uuid:65bf8b10-d88b-4a3e-b75c-a8da433c467a,uid
7602,PS-83,Gulzar,11345,13,2018-07-25,General Election,Contested,Provincial,Sindh,83,Dadu-I,196683,96414,0.4902,0.490199966443465,92113,92113,4348,Independent,48,5.21099084819732e-4,Loss,TRUE,uuid:12b7ab12-829a-4fd5-ba65-4f7681e7141d,uid
7603,PK-83,Gul Sana Din,05249,13,2018-07-25,General Election,Contested,Provincial,Khyber Paktunkhwa,83,Hangu-I,148001,47983,0.3242,0.324207268869805,46788,46788,1873,Independent,38,8.12174061725229e-4,Loss,TRUE,uuid:c494f09b-80a4-48b2-b74c-413f0316cf93,uid
7604,PK-83,Saif Ur Rehman,05252,13,2018-07-25,General Election,Contested,Provincial,Khyber Paktunkhwa,83,Hangu-I,148001,47983,0.3242,0.324207268869805,46788,46788,1873,Pakistan Muslim League (N),38,8.12174061725229e-4,Loss,TRUE,uuid:187d2367-49a3-47cb-abc1-e1cebaa7faa1,uid
