key,Enum_name,Type_Seat,Const_Number,UID,Candidate_Name,motor_cost,Motor Number
uuid:5e2f9b8e-33a5-477d-992b-022d77ec3d34,Asad rafiq,PB,27,-9999,Kamran Hussian,-99,0
uuid:a4e07cbf-2b5b-4acb-a7cd-12b172c44c68,Asad rafiq,PB,27,-9999,Naimat Ullah,-99,0
uuid:7df7c5f9-f53d-403d-a83d-26e33cba977e,Asad rafiq,PB,27,3780,Abdul Bari,-99,0
uuid:ab661e93-10ab-407c-860e-c33924e5f4e1,Asad rafiq,PB,27,3783,Abdul Qayoom,-99,0
uuid:54bf7f6f-69b3-4d20-8b4c-ac5b87e0711e,Asad rafiq,PB,27,3784,Abdul Rehman,0,0
uuid:9ec7bfcc-87b1-4953-9b18-f08b4625028f,Asad rafiq,PB,27,3785,Ahmed Ullah,-99,0
uuid:5ebe21e4-82d0-4a5f-9598-18353e175f9c,Asad rafiq,PB,27,3788,Arshad Iqbal,-99,0
uuid:79a5bad0-9e09-429a-acef-065f98e79fe5,Asad rafiq,PB,27,3789,Aslam Khan,-99,0
uuid:511c4cee-ac21-4637-aa05-4cddafec4699,Asad rafiq,PB,27,3790,Asmat Ullah,-99,0
uuid:8608fce7-a4b0-4040-ad07-023813d2e99d,Asad rafiq,PB,27,3791,Barat Khan,-99,0
uuid:ce8bdc05-c00a-47e8-a128-4b8df2e218f8,Asad rafiq,PB,27,3792,Bashir Ahmed,-99,0
uuid:d8490de0-ee31-4190-b2e7-535a227e6268,Asad rafiq,PB,27,3794,Hamayou Khan,-99,0
uuid:98af5388-7185-42ee-a76d-43433c7f9a9d,Asad rafiq,PB,27,3795,Hamed Ullah,-99,0
uuid:8517f9a1-f47e-487d-85cc-e825fec764c6,Asad rafiq,PB,27,3798,Hukam Khan,-99,0
uuid:fa5466fa-836f-4eff-a2e2-48176957af85,Asad rafiq,PB,27,3800,Liaqat,-99,0
uuid:bb9cf30e-52bb-40d4-b2aa-3cffba14ab25,Asad rafiq,PB,27,3802,Azam,-99,0
uuid:3333e79b-3bbc-48b1-9b64-88402358418c,Asad rafiq,PB,27,3803,Mohammad Hassan,-99,0
uuid:097cf60a-6998-4439-99eb-cc2449223e42,Asad rafiq,PB,27,3804,Ibrahim,-99,0
uuid:81569bee-9c63-4576-b96a-ff0ee14661d0,Asad rafiq,PB,27,3805,Muhammad Naeem,0,0
uuid:2f1445c6-f8aa-4ec7-91d5-276627532027,Asad rafiq,PB,27,3806,Tahir Khan,-99,0
uuid:c617a456-3817-4fc3-86cf-198cfaf17358,Asad rafiq,PB,27,3808,Nida Mohammad,-99,0
uuid:6338d6d5-d278-4948-8335-409d93f36d27,Asad rafiq,PB,27,3810,Sadiq,-99,0
uuid:e4542a82-36ce-4c24-bc4b-0e2621f15256,Asad rafiq,PB,27,3811,Sahar Gull,-99,0
uuid:58f38809-ecb9-4697-b5fa-22e8de234b5e,Asad rafiq,PB,27,3812,Salar Khan,-99,0
uuid:699db37f-1c3a-42d2-95a0-7999df0a77c7,Asad rafiq,PB,27,3813,Abdullah Shah,-99,0
uuid:753885c1-8fa9-4467-89af-e118fb2e9969,Asad rafiq,PB,27,3814,Syed Bismillah,-99,0
uuid:7f6dad8b-49ad-4d6f-8432-98d3134e808c,Asad rafiq,PB,27,3816,Muhammad Raza,-99,0
uuid:3140a25e-a641-4bb2-be42-db16b40bf5fb,Asad rafiq,PB,27,3817,Raza,-99,0
uuid:6f41cbf7-3d50-4537-a90b-72469eba036b,Asad rafiq,PB,27,3818,Umer Farooq,-99,0
uuid:52ca9a02-598a-49bb-b0cd-901a97f20782,Asad rafiq,PB,27,3819,Wali Mohammad,0,0
uuid:4a396d18-437e-41f5-84c5-e88d9c1e5ab3,Asad rafiq,PB,30,-9999,Abdul Ali,-99,0
uuid:5dfb51d8-1812-4264-b18b-70e777c08984,Asad rafiq,PB,30,-9999,Allah Dost,-99,0
uuid:847e3a6f-3fc2-4cb9-b05b-c36e81517b40,Asad rafiq,PB,30,-9999,Amir,-99,0
uuid:7d6933af-18ab-4f23-8963-cfebe4df56a3,Asad rafiq,PB,30,-9999,Gulam Mustafa,-99,0
uuid:67de7c5d-17c4-4477-8978-841f1ec9bae3,Asad rafiq,PB,30,-9999,Shams Ul Haq,-99,0
uuid:4d69986a-2c46-46b8-a005-e3d94e14ba9e,Asad rafiq,PB,30,3903,Ahmed Nawaz,-99,0
uuid:2de7bd20-f264-4065-9667-433ff1e34eeb,Asad rafiq,PB,30,3906,Meer Gull,-99,0
uuid:be88f2bd-93b3-4556-811e-a9e43bcf84fc,Asad rafiq,PB,30,3908,Meer Jan Mohammad,-99,0
uuid:fe787f1c-df8e-4583-8f5b-fafc6f522e9b,Asad rafiq,PB,30,3910,Hayat,-99,0
uuid:f7b129e1-5204-4c24-bc9b-b214c5c5728f,Asad rafiq,PB,30,3911,Mohammad Younis,-99,0
uuid:6bc5c7bb-cb2f-481c-84be-798592a3a089,Shayan,PB,36,-9999,Ghulam Rasool,-99,0
uuid:9a9688a6-2ca4-48ef-8594-782d851a795a,Shayan,PB,36,-9999,M Anwar,-99,0
uuid:28e93734-d78c-4cd2-bc06-95d8e1fa6c26,Shayan,PB,36,-9999,M Ayoub,-99,0
uuid:70f81125-da2b-4526-ac43-b527c363ead5,Shayan,PB,36,-9999,Shah Muhammad,-99,0
uuid:ded139bd-a92e-429f-9335-e2518d4474da,Shayan,PB,36,3997,Abdulah Ali,-99,0
uuid:c7d53f70-cb0e-4bd3-a573-d2647a7a13d8,Shayan,PB,36,3998,Ibrahim Lehri,-99,0
uuid:99690026-a7ac-466d-9cde-40fbc70bc6ff,Shayan,PB,36,3999,Hassan Ali,-99,0
uuid:e07b70b3-a79a-4bfe-b84f-0fbe1d448647,Shayan,PB,36,4001,Mir Shafeeq Rehman,-99,0
uuid:77e6dd5e-ba14-407c-a748-b20b96191080,Muzamil Sattar,PB,37,-9999,Atta Ur Rahman,-99,0
uuid:01e205e6-70b6-4bfc-8197-426240d1ae21,Muzamil Sattar,PB,37,-9999,M.Zakria,-99,0
uuid:8a9dc20c-6485-4978-8ad0-acd3c8cf0746,Muzamil Sattar,PB,37,-9999,Maqbool Ahmed,-99,0
uuid:58ee5c99-b62f-4ee8-8d17-7324dc8dd327,Muzamil Sattar,PB,37,4008,Abdul Wahid,-99,0
uuid:f1ea004b-d5f1-42a8-b0a4-ab396ac5b53a,Muzamil Sattar,PB,37,4010,Ali Nawaz Muhammad,-99,0
uuid:ca59770e-a6cb-4159-8f77-326b597e909a,Muzamil Sattar,PB,37,4012,Irfan Karim,-99,0
uuid:2f86da37-631a-41d2-99ec-1fc941021b6e,Muzamil Sattar,PB,37,4014,Mir Babrak Khan,-99,0
uuid:69da0436-e580-4f09-8cd8-5c64f9f25522,Muzamil Sattar,PB,37,4016,Nazeer Ahmed,-99,0
uuid:593beaf7-fc11-475f-be69-9119f7e8339a,Muzamil Sattar,PB,37,4020,M.Hayat,-99,0
uuid:350350d8-d8da-4077-8832-5673adfd706c,Muzamil Sattar,PB,37,4021,M.Yousaf,-99,0
uuid:3611e315-5af6-46db-9b21-a865160d82e2,Muzamil Sattar,PB,37,4023,Saad Ullah,-99,0
uuid:3b6ee238-cf07-422e-85fd-e171e1d85848,Muzamil Sattar,PB,37,4025,Sanaullah,-99,0
uuid:1ac34b18-ca94-441d-a5a8-5670c42a8ba4,Muzamil Sattar,PB,38,-9999,Abdul Hayee,-99,0
uuid:bc3f438b-dc1b-4c01-8ce8-d12ca8025577,Muzamil Sattar,PB,38,4031,Andul Khaliq,-99,0
uuid:aa2c37b6-9f6f-4c16-af77-24cb2a9d9cd9,Muzamil Sattar,PB,38,4032,Abdul Qadeer,-99,0
uuid:8e5c9f8c-cf2e-4497-86b8-c90284a4cf21,Muzamil Sattar,PB,38,4033,Abdul Rehman,-99,0
uuid:c5f313bb-a606-447e-890e-82033631db5c,Muzamil Sattar,PB,38,4044,Tariq Akram,-99,0
uuid:8e9b5f59-f318-409d-9829-b8a282db2839,Muzamil Sattar,PB,39,-9999,Abdul Nabi,-99,0
uuid:880f66d5-8e56-4ef7-a56f-02f81434c7f3,Muzamil Sattar,PB,39,-9999,Abdul Rauf,-99,0
uuid:30f7f9b8-7187-4b49-a21a-b1191b5375d9,Muzamil Sattar,PB,39,-9999,Ali Akbar,-99,0
uuid:c51f03fb-89df-4d22-a4b6-5a4e393544a7,Muzamil Sattar,PB,39,-9999,Javeed Ahmad,-99,0
uuid:ef4d5f9b-5dbb-4159-9b12-ada9499bd2d7,Muzamil Sattar,PB,39,-9999,M Khalid,-99,0
uuid:8a5fac8e-596d-4835-a9e2-8b7535580eee,Muzamil Sattar,PB,39,-9999,M.Aslam,-99,0
uuid:2c854423-20c6-4334-889c-75879b6511fb,Muzamil Sattar,PB,39,4045,Abdul Fatah,-99,0
uuid:834b868d-cde7-4d67-91fe-ab26722acf2a,Muzamil Sattar,PB,39,4046,Abdul Gafoor,-99,0
uuid:99d43b4f-6035-4612-82fa-8a469eb2719a,Muzamil Sattar,PB,39,4047,Abdul Rehman,-99,0
uuid:a7a270b0-a97f-47ba-b80c-c00685c965b7,Muzamil Sattar,PB,39,4049,Abdul Sattar,-99,0
uuid:fb59c74d-0e95-4641-9fcf-309d478c2071,Muzamil Sattar,PB,39,4050,Fozia Sikandar,-99,0
uuid:b0eb628b-f04b-48fd-b7eb-fe9f08382f9e,Muzamil Sattar,PB,39,4051,Ghareeb Shah,-99,0
uuid:4e5c767e-f067-47f4-9b38-1e2e744786a2,Muzamil Sattar,PB,39,4054,M.Ismail,-99,0
uuid:ba1dc505-61d2-4738-a121-245e2a581527,Muzamil Sattar,PB,40,-9999,Abdul Saboor,-99,0
uuid:4a5160c6-ebe6-404e-9ea5-0145a64fe6ab,Muzamil Sattar,PB,40,-9999,Lal Muhammad,-99,0
uuid:cbb02ce7-721c-4e73-b693-b4abb009bfbd,Muzamil Sattar,PB,40,-9999,Ubaidullah,-99,0
uuid:c473ba73-735d-4a52-a738-98c6b364e4a9,Muzamil Sattar,PB,40,4082,Liaqat Ali,-99,0
uuid:8888a706-4a5a-47d6-850b-9bf383d9e584,Muzamil Sattar,PB,40,4083,Mir Muhammad,-99,0
uuid:a464d3d0-0aac-4521-9f83-3b6c7f073b0a,Muzamil Sattar,PB,40,4086,Naimatullah,-99,0
uuid:3ed8b01e-45a3-4d74-905e-05b77b6636f6,Muzamil Sattar,PB,40,4087,Nasrullah,-99,0
uuid:2ec2197e-b850-4a12-a30e-31e33a0ba4ca,Muzamil Sattar,PB,40,4088,Qadeer Ahmad,-99,0
uuid:1be44a00-437a-4a64-8652-1b1726d54a07,Muzamil Sattar,PB,41,-9999,Habib Ur Rehman,-99,0
uuid:53c28405-1855-429c-9af0-61cc7939d009,Muzamil Sattar,PB,41,4089,Ibad Ur Rehman,-99,0
uuid:e5673428-026b-4cc8-8912-1cfccbb4a291,Muzamil Sattar,PB,45,-9999,Abdul Waheed,-99,0
uuid:34571702-7ff5-4c29-9e0d-3c8683395f3e,Muzamil Sattar,PB,45,-9999,Aziz Ahmad,-99,0
uuid:36923385-a7be-4d00-8cdf-8cc9381372dc,Muzamil Sattar,PB,45,-9999,Gulzar Dost,-99,0
uuid:768d505b-344b-4dcd-810c-1ddf117f2a8a,Muzamil Sattar,PB,45,-9999,Hafiz Sala Ud Din,-99,0
uuid:d65073ef-0c9f-40db-a595-9ba8855d8642,Muzamil Sattar,PB,45,-9999,Islam Bahadur,-99,0
uuid:d44fca35-b04e-477d-9ba6-7d6a5e758f7d,Muzamil Sattar,PB,45,-9999,Malik Naaz,-99,0
uuid:69a40fc9-975d-466d-bc11-e1e3f2642991,Muzamil Sattar,PB,45,-9999,Miran Hayat,-99,0
uuid:26bdb140-a9d9-434b-8ee5-05d6956f9988,Muzamil Sattar,PB,45,-9999,Mujeeb Ur Rehman,-99,0
uuid:53a2341c-236c-4851-b080-265fc3ebed9e,Muzamil Sattar,PB,45,-9999,Sana Ullah,-99,0
uuid:c3726ec8-a885-44d6-9a48-8f3097b74968,Muzamil Sattar,PB,45,-9999,Shay Nazeer,-99,0
uuid:3fab8797-839c-4454-9570-c953c338bcf8,Muzamil Sattar,PB,45,-9999,Sher Jaan,-99,0
uuid:28e92038-2f38-4dd9-94aa-00af4046999a,Muzamil Sattar,PB,45,4162,Hafiz Nasir Ud Din,-99,0
uuid:2cb60267-bd07-44ce-8965-1b5238ed10de,Muzamil Sattar,PB,45,4165,Mir M.Anwar,-99,0
uuid:89b350a3-4312-4872-8ccf-224eb9da475d,Muzamil Sattar,PB,45,4166,Miran,-99,0
uuid:f7f896da-0732-4c1f-85e1-216d4bbe65ef,Muzamil Sattar,PB,45,4167,Miran Khan,-99,0
uuid:7024e6ac-67a2-462a-b988-70fdf228a321,Muzamil Sattar,PB,45,4168,M.Hayat,-99,0
uuid:4b318c1e-a0f6-4b6b-afb2-9c4ab218f6ca,Muzamil Sattar,PB,45,4169,M. Ismail,-99,0
uuid:9080a7b4-7467-40e9-b85e-5c37d93e43c4,Muzamil Sattar,PB,45,4173,Zafar Ullah,-99,0
uuid:3910952e-4c66-44ea-8b44-2229a4a64e76,Muzamil Sattar,PB,45,4174,Zahoor Ahmad,-99,0
uuid:bb455332-35b5-4db2-8d44-5b2f076e21c9,Muzamil Sattar,PB,46,-9999,Andul Aziz,-99,0
uuid:dedecddf-cc80-41d1-ac0b-a9fdf61fe0d9,Muzamil Sattar,PB,46,-9999,Qasim,-99,0
uuid:cdb3be0c-9561-4584-bf92-8ae2390bb30c,Muzamil Sattar,PB,46,4175,Abdul Ghafoor,-99,0
uuid:fc448841-faf5-456d-8f9a-1c3052f7b08b,Muzamil Sattar,PB,46,4176,Abdul Samad,-99,0
uuid:807e7201-8849-4f0b-8134-ed0a5f7f1ab1,Muzamil Sattar,PB,46,4177,Gulam Rasool,-99,0
uuid:bb13377e-b46b-46f2-8ebd-7926919d23bb,Muzamil Sattar,PB,46,4178,Hutman,-99,0
uuid:7682d1a6-9db1-403a-ad3c-dbc9bf3b09c4,Muzamil Sattar,PB,46,4179,Imdad Ali,-99,0
uuid:58acb397-d40b-4b04-a1df-c0336365830c,Muzamil Sattar,PB,46,4180,Jamal Jan Ahmad,-99,0
uuid:1b0f7ddd-eda5-457e-879f-a0c2c139f2ab,Muzamil Sattar,PB,46,4181,Khalid Waleed,-99,0
uuid:ccd9a672-6601-4709-a3be-133087efaeaa,Muzamil Sattar,PB,46,4182,Naseer Ahmed,-99,0
uuid:51dea391-ab59-4a83-8621-b2717f6bd801,Muzamil Sattar,PB,46,4185,Zahir Ali,-99,0
uuid:299c2958-f6d6-4106-8605-4ab668070e07,Muzamil Sattar,PB,47,-9999,Hameed Bloch,-99,0
uuid:436de9b3-4283-48f6-9227-de645d0e70f2,Muzamil Sattar,PB,47,4189,Asma,-99,0
uuid:5dd7e2f6-a4d1-43d3-ba2e-1a4f721d521c,Muzamil Sattar,PB,47,4191,Bushra,-99,0
uuid:af79bc75-7e8f-4db2-890f-b257a12fe5a6,Muzamil Sattar,PB,47,4193,Irshad Dhandai,-99,0
uuid:a6c0401c-3338-4d6f-8e7c-25caa37759a5,Muzamil Sattar,PB,47,4196,Mir Douda Khan,-99,0
uuid:7b4d4533-cf89-41e6-a2d8-620afff6cab3,Muzamil Sattar,PB,47,4197,M.Ali,-99,0
uuid:2490630e-7e00-4e52-88a7-ccca4c356665,Muzamil Sattar,PB,47,4201,Waris Ali,-99,0
uuid:d53d66d2-e7ba-4d34-9648-c82b6609a82b,Muzamil Sattar,PB,48,-9999,Abdul Rehman,-99,0
uuid:59b6b823-a493-4bfe-b4c7-ee8de1c7be8c,Muzamil Sattar,PB,48,-9999,Durrah Khan,-99,0
uuid:39c69235-5c5d-4cc8-a32c-085f3d58a31f,Muzamil Sattar,PB,48,-9999,Mubarak Ali,-99,0
uuid:871bccd6-9bd6-47ad-aede-104f2bf4a569,Muzamil Sattar,PB,48,4204,Mir Hammal Khan,-99,0
uuid:03bd800c-8777-4e37-81b0-cc4fc5fd17f0,Muzamil Sattar,PB,48,4205,Mansoor Ahmad Shah,-99,0
uuid:d1a4694c-2726-4f6a-b417-bd54b17a3268,Muzamil Sattar,PB,48,4206,Mir Akbar Ashani,-99,0
uuid:d9c43c3f-5534-47c7-9a88-5246086428fd,Muzamil Sattar,PB,48,4208,M.Mansoor,-99,0
uuid:668c19e6-412c-4ab5-a7fc-61a0d92063cb,Muzamil Sattar,PB,48,4209,M.Shakir,-99,0
uuid:054dc3d5-38bf-4e48-8b55-136c3ab8cbb0,Muzamil Sattar,PB,48,4210,Shay Mureed,-99,0
uuid:1178164b-dfe0-4204-858f-6818358eb522,Muzamil Sattar,PB,49,-9999,Asif Ali,-99,0
uuid:aed1abeb-f6d0-45ab-a059-f04dd1a3b92d,Muzamil Sattar,PB,49,-9999,Khurshid Ali,-99,0
uuid:3654b4ab-51ea-40f5-9192-fbd1a0a6c5e2,Muzamil Sattar,PB,49,-9999,Momal,-99,0
uuid:6514e1c3-2ac6-4ef5-bf34-769ff7756980,Muzamil Sattar,PB,49,-9999,Shahzad Saleh,-99,0
uuid:bd1d98ca-8116-4415-bfaa-66f4f8307893,Muzamil Sattar,PB,49,-9999,Sikander Khan,-99,0
uuid:fe48ae9e-51d7-4c6a-abce-6b54407bcc14,Muzamil Sattar,PB,49,4212,Abdul Ghani,-99,0
uuid:1ac7a14c-dd51-409d-ae0c-41ed3980a55d,Muzamil Sattar,PB,49,4213,Abdul Sattar,-99,0
uuid:e2c40599-0914-4446-b685-c3dcefbf2858,Muzamil Sattar,PB,49,4214,Ali Murad,-99,0
uuid:2f80f701-52b6-4ee4-9f37-eb7fbd941ec5,Muzamil Sattar,PB,49,4215,Amir Hussain,-99,0
uuid:4290ee0f-9227-4431-99b5-b29cb7fa806b,Muzamil Sattar,PB,49,4216,Bashir Ahmad,-99,0
uuid:aeaa833d-cd0a-4789-a4a5-70577d225f15,Muzamil Sattar,PB,49,4218,Khalifa Nawaz Ali,-99,0
uuid:c322007f-4268-4d2a-ae02-80c48917fd96,Muzamil Sattar,PB,49,4219,M.Iqbal,-99,0
uuid:9c494a6f-b2ba-43d6-93b3-975cb9d0d287,Muzamil Sattar,PB,49,4222,Nawaz Ali,-99,0
uuid:1449f78a-9973-4329-a40b-becaefdc424a,Muzamil Sattar,PB,49,4224,Qudrat Ullah,-99,0
uuid:537b962f-6564-4c83-bc0b-310752c21467,Muzamil Sattar,PB,49,4227,M.Arif,-99,0
uuid:30c20517-cd23-430d-aaef-61348605d461,Shayan,PB,51,-9999,Adnan Qadir Baksh,-99,0
uuid:4a22c2fe-0ead-44a5-97c0-9309bc558763,Shayan,PB,51,-9999,Ghulam Akbar,-99,0
uuid:a5225fc0-33ee-485f-947d-1463389aa59e,Shayan,PB,51,-9999,Imam Baksh,-99,0
uuid:c6e100c3-958c-4a34-9a49-16b97c4365de,Shayan,PB,51,-9999,M Akram,-99,0
uuid:0297265e-7d4f-4f55-a409-b542586f2ea6,Shayan,PB,51,4268,Abdul Hameed,-99,0
uuid:86429010-54a2-4adc-a844-d2db7b0b8694,Shayan,PB,51,4269,Ali Baloch,-99,0
uuid:f9a78a38-7021-46fc-8216-91c6ff91c747,Shayan,PB,51,4270,Ashraf,-99,0
uuid:42d69503-9812-49dc-b1e3-2e2800625c5f,Shayan,PB,51,4278,Saeed Ahmad,-99,0
uuid:5a231e6f-d70f-4610-8326-d7dd68c107ae,Shayan,PB,51,4279,Sahira,-99,0
uuid:58d53260-a498-4450-9b9d-43aff44fe3fa,Shayan,PB,51,4280,Sher Jan,-99,0
uuid:cdf4ecac-18f0-4fed-8200-6fec6126f8c6,Shayan,PB,51,4281,Yaqoub Bezanjo,-99,0
uuid:6b6e2f8a-10a3-478e-95ae-9675ada665d5,Nouman,PK,1,-9999,Raziat A Billah,-99,0
uuid:87fc53be-2165-40eb-a323-942a32213ce5,Nouman,PK,1,-9999,Shah Abdul Mansoor,-99,0
uuid:7f79531e-11ad-4975-aff9-60fcaba64189,Nouman,PK,1,-9999,Taqdeera Ajmal,-99,0
uuid:00cbba84-7e8b-45a6-8140-e0fe7b78f151,Nouman,PK,1,-9999,Waji Hudin,-99,0
uuid:c75273c3-5084-4f13-b175-1074430dc249,Nouman,PK,1,4377,Ameer Ullah,-99,0
uuid:e617a43a-7ed1-4152-9108-1f7efc1ea6ee,Nouman,PK,1,4382,Misbah Udin,-99,0
uuid:d158589b-9525-4fff-8ec8-1872f6667c28,Nouman,PK,1,4386,Shahzada Aman Ur Rahman,-99,0
uuid:8a4b07a0-f13a-4b82-85db-d96a822c1122,Nouman,PK,1,4387,Siarj Udin,-99,0
uuid:2e599fcb-ab2a-42d7-8ef0-23a919b0c864,Nouman,PK,2,-9999,Fazal Wahab,-99,0
uuid:f2381e76-fb1d-44f6-92ef-974709a6db54,Nouman,PK,2,-9999,Muhammad Parvaiz,-99,0
uuid:904292aa-8010-471d-a956-9c0d408ae6d4,Nouman,PK,2,4483,Amir Muqam,-99,0
uuid:46d526ab-bd1b-41f8-aeec-907ba11e8341,Nouman,PK,2,4484,Bakhat Amin,-99,0
uuid:ebc3bb18-ebf2-414e-add9-d2861e830e5e,Nouman,PK,2,4485,Ashtaq Ahmad,-99,0
uuid:f37c4e90-d96b-454d-80df-879b40b746cf,Nouman,PK,3,-9999,Farooq Ali Khan,-99,0
uuid:23509544-31c0-4819-a1a3-a7fa8d99ae0e,Nouman,PK,3,4584,Ali Namdar Kahn,-99,0
uuid:85b87adc-ceef-4c74-a1b9-f399973d146b,Nouman,PK,3,4590,Mahboob Ur Rahman,-99,0
uuid:63917bef-eaf5-488c-a0ba-61b08f1d605a,Nouman,PK,3,4594,Shah Rooq Khan,-99,0
uuid:e2e52290-be04-4510-b3c2-dc5fb070b660,Nouman,PK,4,-9999,Abdul Gafoor,-99,0
uuid:1096e49d-2bde-42a3-a1cf-b553aeb9e2c9,Nouman,PK,4,-9999,Abdul Kareem Wardag,-99,0
uuid:62c65d33-41a0-4bad-8c45-ebea89e36a4e,Nouman,PK,4,-9999,Aman Ullah Khan,-99,0
uuid:f8a464fe-3fcf-429a-b75c-4527c3e624e2,Nouman,PK,4,-9999,Arif Ullah,-99,0
uuid:fc1a235d-bddb-4304-a73b-092ac6ac9155,Nouman,PK,4,-9999,Ayub Khan,-99,0
uuid:c42a293e-b7bf-4adf-8f65-0d5a93aeffcc,Nouman,PK,4,-9999,Barkat Ali,-99,0
uuid:67db76ce-ca8e-473f-9420-89378571fdc9,Nouman,PK,4,-9999,Sultani Room,-99,0
uuid:6c52fbb3-f08f-4292-aa7c-5bc7a736554c,Nouman,PK,4,-9999,Zahid Khan,-99,0
uuid:30202013-84fd-489d-bce7-ee744f9883e1,Nouman,PK,4,4734,Amir Muqam,-99,0
uuid:c626097a-3460-4f79-a27e-ffa6827f4e70,Nouman,PK,4,4738,Iftikhar Ali,-99,0
uuid:1807cb7c-26e2-4e3a-b1e3-ea112fdf6447,Nouman,PK,4,4739,Irfan Ali Khan,-99,0
uuid:0fee3137-7f72-48a7-9a14-bbd68c5768be,Nouman,PK,4,4741,Muhammad Tahir,-99,0
uuid:1265ba33-c470-4045-8df5-39cea148018e,Nouman,PK,4,4743,Namat Ullah,-99,0
uuid:8bc718d2-3659-41f6-8bca-c77a84cecfe6,Nouman,PK,4,4746,Shahid Khan,-99,0
uuid:4018b119-97de-4959-ad3e-b9fd5e7aa01e,Nouman,PK,5,-9999,Barkat Ali,-99,0
uuid:5bc6870d-ac57-4a3b-8a0b-4a5ea602ac44,Nouman,PK,5,-9999,Javaid Uqbal,-99,0
uuid:6a1036ea-e14f-4601-9027-451d82cd9a2a,Nouman,PK,5,-9999,Muhammad Ijaz,-99,0
uuid:78935458-f574-4d32-9e61-bd039427bdf7,Nouman,PK,5,-9999,Muhhamad Amin,-99,0
uuid:47e87376-474e-478c-804e-80cd31be14be,Nouman,PK,5,-9999,Rahmat Ali,-99,0
uuid:148f8c16-e122-465a-8bb0-0674a3636dbc,Nouman,PK,5,-9999,Shahid Khan,-99,0
uuid:8c37c0dd-2a04-473a-b149-29590ef52926,Nouman,PK,6,-9999,Asgar Khan,-99,0
uuid:bdd3f244-95af-4e4e-8f78-c58352d6b19c,Nouman,PK,6,-9999,Haider Ali,-99,0
uuid:efe0c000-ddfb-425e-9c7a-e900248c7b3d,Nouman,PK,6,-9999,Rahmat Ali,-99,0
uuid:7cb35856-ceae-4317-a2f8-bd21155be869,Nouman,PK,6,-9999,Syed Noor Ali,-99,0
uuid:41a189c9-9728-44a7-98b8-0503ebe98af6,Nouman,PK,6,-9999,Yaqoob Khan,-99,0
uuid:627db5ba-a32b-4ab6-abbd-f274ff6f920c,Nouman,PK,6,4955,Akbar Ali Khan,-99,0
uuid:5c810602-4a27-40d6-afca-f3b82eed85a6,Nouman,PK,6,4959,Imtiaz Khan,-99,0
uuid:b0958c96-2c47-4b85-bf37-77c266151f55,Nouman,PK,6,4963,Raza Khan,-99,0
uuid:2793eade-66c2-4855-b28d-0d640ef789ba,Nouman,PK,6,4968,Ziaullah Khan,-99,0
uuid:24c377ec-c19b-48f3-9bc8-73486c0dd1a7,Nouman,PK,7,-9999,Abdullah Saheb,-99,0
uuid:584e009c-486d-450a-acb0-e3a6759548fb,Nouman,PK,7,-9999,Muhammad Adil,-99,0
uuid:553d2825-d97c-49d1-86f0-f248c12d4caa,Nouman,PK,7,-9999,Mustajab Khan,-99,0
uuid:14e00430-30f7-40b6-97ea-a44181b175e2,Nouman,PK,7,5078,Bakhat Mand Yas,-99,0
uuid:ed0fd927-ab26-48da-9db9-fcd28f3be9c5,Nouman,PK,7,5082,Ahsan Ullah Shah,-99,0
uuid:1cc21b6c-9f05-44b4-97de-a4be841ea2c4,Nouman,PK,7,5084,Muhammad Iqbal,-99,0
uuid:9d2fcdfa-3210-493d-b5e4-4dedd3bb1516,Nouman,PK,7,5086,Waqar Khan,-99,0
uuid:15c79a07-546b-4ce9-b7af-30f8e8add4ab,Nouman,PK,8,5202,Abdul Wahab,-99,0
uuid:5944392b-dbab-4495-a76b-f1cf8e3f81d0,Nouman,PK,8,5207,Iqbal Hussain,-99,0
uuid:e53916a6-5564-4308-89b5-fe5a907cc9fa,Nouman,PK,9,-9999,Abdullah Khan,-99,0
uuid:7ea275c0-5791-4969-8af0-ed30b82873f3,Nouman,PK,9,-9999,Hameed Khan,-99,0
uuid:c1fd0f96-0b4a-4473-97b8-71979d257847,Nouman,PK,9,5352,Mhmood Khan,-99,0
uuid:01547848-05b8-465c-889a-4d57a3dbf479,Nouman,PK,9,5357,Yousaf Khan,-99,0
uuid:afeba64b-f8e6-4802-9cd4-05dfc2f9ff6b,Nouman,PK,10,-9999,Bakhat Alam,-99,0
uuid:2d38b5bd-3e48-44d6-9196-805ce28827d9,Nouman,PK,10,-9999,Ihsan Ulhaq,-99,0
uuid:e814ecca-c681-4e3f-8e27-db647ededbaa,Nouman,PK,10,-9999,Sher Zada,-99,0
uuid:359c4da2-b59f-4b5a-9990-03eca50a8eb3,Nouman,PK,10,-9999,Usman Ali,-99,0
uuid:76a63200-b2d9-485b-b645-5c8e62c58c4a,Nouman,PK,10,-9999,Zakir Ullah,-99,0
uuid:1fd63ccb-6804-4849-867c-0af59688829f,Nouman,PK,10,4351,Abdul Gaffar,-99,0
uuid:ab332cc8-5875-4f6a-b603-3185ca69520d,Nouman,PK,10,4393,Muhammad Ali,-99,0
uuid:ef9d4058-bf44-4448-87ae-473f3c35497c,Nouman,PK,10,4395,Haseeb Zada,-99,0
uuid:f5c7391e-e51b-4ed3-9b40-dfca18805274,Nouman,PK,10,4401,Amir Zaman Khan,-99,0
